cam1_X00_in,cam1_Y00_in,cam1_Z00_in,cam1_X01_in,cam1_Y01_in,cam1_Z01_in,cam1_X02_in,cam1_Y02_in,cam1_Z02_in,cam1_X03_in,cam1_Y03_in,cam1_Z03_in,cam1_X04_in,cam1_Y04_in,cam1_Z04_in,cam1_X05_in,cam1_Y05_in,cam1_Z05_in,cam1_X06_in,cam1_Y06_in,cam1_Z06_in,cam1_X07_in,cam1_Y07_in,cam1_Z07_in,cam1_X08_in,cam1_Y08_in,cam1_Z08_in,cam1_X09_in,cam1_Y09_in,cam1_Z09_in,cam1_X10_in,cam1_Y10_in,cam1_Z10_in,cam1_X11_in,cam1_Y11_in,cam1_Z11_in,cam1_X12_in,cam1_Y12_in,cam1_Z12_in,cam1_X13_in,cam1_Y13_in,cam1_Z13_in,cam1_X14_in,cam1_Y14_in,cam1_Z14_in,cam1_X15_in,cam1_Y15_in,cam1_Z15_in,cam1_X16_in,cam1_Y16_in,cam1_Z16_in,cam1_X17_in,cam1_Y17_in,cam1_Z17_in,cam1_X18_in,cam1_Y18_in,cam1_Z18_in,cam1_X19_in,cam1_Y19_in,cam1_Z19_in,cam1_X20_in,cam1_Y20_in,cam1_Z20_in,cam2_X00_in,cam2_Y00_in,cam2_Z00_in,cam2_X01_in,cam2_Y01_in,cam2_Z01_in,cam2_X02_in,cam2_Y02_in,cam2_Z02_in,cam2_X03_in,cam2_Y03_in,cam2_Z03_in,cam2_X04_in,cam2_Y04_in,cam2_Z04_in,cam2_X05_in,cam2_Y05_in,cam2_Z05_in,cam2_X06_in,cam2_Y06_in,cam2_Z06_in,cam2_X07_in,cam2_Y07_in,cam2_Z07_in,cam2_X08_in,cam2_Y08_in,cam2_Z08_in,cam2_X09_in,cam2_Y09_in,cam2_Z09_in,cam2_X10_in,cam2_Y10_in,cam2_Z10_in,cam2_X11_in,cam2_Y11_in,cam2_Z11_in,cam2_X12_in,cam2_Y12_in,cam2_Z12_in,cam2_X13_in,cam2_Y13_in,cam2_Z13_in,cam2_X14_in,cam2_Y14_in,cam2_Z14_in,cam2_X15_in,cam2_Y15_in,cam2_Z15_in,cam2_X16_in,cam2_Y16_in,cam2_Z16_in,cam2_X17_in,cam2_Y17_in,cam2_Z17_in,cam2_X18_in,cam2_Y18_in,cam2_Z18_in,cam2_X19_in,cam2_Y19_in,cam2_Z19_in,cam2_X20_in,cam2_Y20_in,cam2_Z20_in,X00_out,Y00_out,Z00_out,X01_out,Y01_out,Z01_out,X02_out,Y02_out,Z02_out,X03_out,Y03_out,Z03_out,X04_out,Y04_out,Z04_out,X05_out,Y05_out,Z05_out,X06_out,Y06_out,Z06_out,X07_out,Y07_out,Z07_out,X08_out,Y08_out,Z08_out,X09_out,Y09_out,Z09_out,X10_out,Y10_out,Z10_out,X11_out,Y11_out,Z11_out,X12_out,Y12_out,Z12_out,X13_out,Y13_out,Z13_out,X14_out,Y14_out,Z14_out,X15_out,Y15_out,Z15_out,X16_out,Y16_out,Z16_out,X17_out,Y17_out,Z17_out,X18_out,Y18_out,Z18_out,X19_out,Y19_out,Z19_out,X20_out,Y20_out,Z20_out
498.797743,-41.875674,712.781250,444.239769,-80.585122,709.510254,367.443390,-84.788191,693.732300,310.840545,-64.891546,679.026917,276.115275,-51.515924,677.271423,360.905398,-96.227952,696.920288,297.738192,-123.611563,695.384827,258.385123,-138.160069,689.160583,229.350254,-150.921656,690.584961,350.449462,-66.593309,686.375122,277.155006,-75.212284,669.830383,229.880381,-77.343096,656.843994,194.135837,-78.555683,651.617615,354.844168,-36.970151,690.627747,281.471102,-29.653376,678.562866,238.981856,-26.594953,674.539917,205.513207,-23.905794,672.070374,369.322424,-11.516519,702.552979,318.532331,7.407248,701.148560,288.141648,20.891125,700.557922,261.229068,32.166861,702.674805,362.343441,-29.568925,644.153754,323.147420,-46.741459,646.679599,315.552542,-69.003786,644.903592,308.815835,-70.252557,636.024105,281.947519,-53.273805,626.220788,289.307933,-75.316691,596.586290,266.224735,-98.852617,582.830447,241.250083,-110.406785,578.221337,235.629980,-122.246738,570.865274,279.737633,-53.357993,588.848244,249.600257,-60.169772,559.652590,249.533586,-65.358059,538.563487,7324.467489,-1093.524702,-1629.519164,282.733184,-32.681805,592.827404,272.864264,-27.076056,570.098356,232.558469,-23.907576,562.187036,217.733155,-23.159402,551.197726,297.567859,-13.762862,603.955668,284.724678,4.924571,596.359813,264.884722,17.573755,592.991852,259.745107,27.564976,587.938580,-0.000000,0.000000,0.000000,10.178604,33.015412,23.184802,25.039147,75.682553,29.440766,35.029806,108.087743,13.405412,40.757891,131.415932,-5.837864,-0.000000,110.477057,25.211388,6.577153,152.796568,38.868527,11.507412,176.934771,46.367584,15.418199,195.477796,51.893428,-0.000000,114.663936,0.000000,1.744373,164.411124,-4.104411,5.334733,192.934950,-8.035511,8.600669,215.175163,-11.735545,4.834819,107.585677,-22.078727,14.011293,151.668744,-36.962833,19.197574,177.951913,-44.068319,22.988321,198.755046,-49.494313,12.100281,92.901489,-39.874494,24.164380,120.142985,-61.708660,31.343161,136.483606,-76.015919,37.879721,151.479121,-87.416417
324.539456,-25.552558,756.485413,222.338156,-17.368951,690.479431,187.805024,-27.518311,791.430115,140.795097,-25.257333,801.975159,97.105898,-21.069139,804.592773,177.031776,-68.460351,694.349548,127.362601,-87.194690,682.321594,89.611774,-94.114662,685.775452,58.359672,-99.798175,705.669800,203.387129,-70.378463,708.348755,152.721056,-95.465288,689.923767,109.811735,-95.486838,681.932312,76.173245,-93.817992,690.941772,235.953130,-61.947209,716.601685,192.877436,-74.389811,702.021851,153.500135,-68.731816,683.360352,122.175209,-65.116197,678.878662,268.339093,-41.594400,718.131653,248.219868,-36.855982,705.755249,226.908801,-28.793658,693.768677,211.098994,-22.891467,696.232971,245.360601,-9.474106,688.238901,142.322281,-11.095650,694.122666,139.777978,-18.638500,696.762839,139.973127,-17.334992,696.425755,139.765754,-16.484049,698.882832,191.804499,-63.307975,646.142436,169.322042,-80.583037,628.148222,153.472484,-84.599389,612.533376,140.011929,-84.184738,597.609440,198.774900,-55.588372,626.193094,177.455283,-70.695796,598.002813,155.774710,-73.850382,578.521290,154.475965,-77.305278,557.503995,207.977108,-43.177103,616.317272,199.058098,-53.879224,583.781897,192.001060,-53.706227,562.365147,176.912701,-51.764285,546.294696,220.029865,-27.005082,613.419675,229.818930,-26.100132,579.971818,221.487985,-20.447647,560.132845,213.653401,-16.670509,542.406276,0.000000,-0.000000,-0.000000,22.565369,39.028457,26.160228,34.516366,74.702378,45.371001,50.546437,99.053286,56.973636,65.082970,119.522938,68.623677,0.000000,105.776104,17.882047,1.846582,143.280110,24.517470,11.093020,167.232747,29.486677,21.454781,186.286914,33.074341,0.000000,102.522063,0.000000,-0.638530,141.011156,1.585129,12.515122,167.884687,4.429821,25.011469,187.303498,7.134634,2.167118,88.507280,-15.168525,8.164260,123.528133,-18.584227,22.079226,144.771976,-17.724774,33.989112,162.404687,-16.109822,9.938034,69.294470,-27.838859,21.658415,90.062102,-39.074570,34.094683,103.998086,-44.207650,44.143296,116.586568,-48.119722
474.667116,39.372944,786.541199,418.146888,20.024927,795.113220,361.960046,-9.476456,771.920471,327.413459,-26.600840,763.231323,301.940775,-38.075346,766.279053,412.472353,-75.434289,766.504089,352.676033,-69.742903,769.533386,311.321490,-59.189484,766.160767,280.480979,-49.611952,767.389526,435.203367,-75.112041,770.792358,360.580387,-65.937456,767.838867,316.086013,-52.817650,765.684937,282.617702,-42.624228,767.358398,448.909669,-63.475252,769.338928,373.926670,-54.290275,763.389648,330.791095,-43.024967,762.693604,298.515430,-35.491485,766.792603,447.215105,-42.437916,756.303223,390.578965,-37.294866,756.067932,357.807616,-30.874008,759.110413,331.235682,-25.835717,763.624084,365.463800,47.757218,711.314758,319.449872,23.510983,723.670871,303.557243,0.347572,722.841180,277.770397,-13.942302,706.165426,260.006902,-26.168368,691.406158,318.604065,-37.901843,718.487085,313.835670,-52.538129,715.393029,299.337091,-50.012841,701.278403,286.148904,-41.936795,685.860238,261.900344,-29.003979,695.075393,289.792858,-45.618124,691.357148,284.136895,-41.901665,681.885713,260.233443,-37.740068,673.189371,262.488162,-20.611778,680.115012,257.338177,-30.148542,673.293680,257.023216,-29.555449,667.704874,259.548585,-26.220404,663.052781,343.135090,-8.458383,663.143293,273.609496,-16.729770,659.253157,272.974171,-17.992591,658.111838,272.056734,-19.299259,658.241914,0.000000,-0.000000,0.000000,27.557323,28.269057,12.027637,50.010599,61.648971,12.321812,69.845459,84.803313,0.802941,87.429435,102.585204,-9.573666,0.000000,102.708436,20.235698,41.210872,116.922226,14.093075,73.739193,119.140925,-0.040479,99.485602,117.778363,-13.226034,0.000000,101.391512,0.000000,45.022943,115.421899,-5.143526,77.002259,115.102962,-14.526877,101.823611,115.248125,-22.565732,-1.899907,91.623150,-12.847105,44.836917,104.739829,-21.054528,73.581674,106.062493,-26.415065,96.629445,106.199000,-30.711577,6.292196,77.109513,-28.822340,40.660814,89.548765,-33.438090,62.342243,92.493398,-34.788726,79.537968,94.782088,-34.888079
408.864159,35.544836,774.649963,344.458592,43.481475,799.015137,291.900363,27.932436,808.005920,249.110173,18.212217,804.204346,205.060327,17.376806,787.142761,270.177689,0.423281,774.212891,213.099550,-3.589167,764.296936,178.014695,6.235464,767.025269,147.536172,20.232537,768.145569,281.196025,-5.963703,763.380615,219.352998,-27.396920,726.699097,174.636476,-30.177021,716.494019,138.227526,-28.996411,718.203979,304.725900,-5.025595,757.311951,257.279952,-33.925259,739.994324,213.899892,-38.047929,722.762329,176.901857,-38.812664,716.641968,333.852258,4.791872,753.654602,316.659387,-13.704395,754.357056,292.171365,-20.129128,754.470703,262.944258,-24.425118,745.419434,270.163327,37.439640,704.893990,255.650564,37.205642,726.561668,260.189180,30.170371,740.951992,205.223934,21.205265,737.688266,208.444081,13.898025,744.623030,240.926787,-10.090118,699.344199,214.283712,-5.558643,680.400548,192.516896,5.230436,666.036175,176.967859,16.456713,655.279258,237.367356,-10.423130,675.372807,243.615608,-27.399176,656.582605,491.549934,-49.544560,617.197051,196.141773,-26.386425,626.432268,238.925981,-4.195119,658.858305,207.679416,-15.920223,638.814230,193.332583,-20.542473,622.939388,186.573595,-22.259849,608.962293,262.576981,6.359343,645.402136,262.004271,-4.927727,619.139738,246.564749,-10.799251,603.351705,238.879287,-15.974254,588.372592,0.000000,0.000000,0.000000,14.825225,31.466796,29.328520,15.382251,63.729337,45.802822,18.559860,91.445641,52.820580,24.579995,115.416582,62.036624,0.000000,100.660993,17.855383,19.115666,136.960163,18.157898,39.635196,156.779944,18.875792,59.055324,171.362650,21.010630,0.000000,103.401855,0.000000,1.796605,143.954272,-1.616600,14.499786,172.610683,-1.213205,28.380156,194.809355,0.714325,1.549875,95.055539,-14.988668,0.399826,132.573440,-20.896792,9.927386,159.435062,-21.770723,20.805693,181.911411,-20.597580,6.898681,80.636263,-27.784557,6.268242,106.275812,-40.240068,11.181462,126.769982,-44.508731,16.742042,145.825182,-46.945257
404.621338,26.440553,788.701355,303.899609,28.670523,733.665771,270.762887,18.634195,794.314392,235.600516,20.275821,814.506287,197.507617,23.628750,816.480347,264.420508,-23.631481,747.138672,210.547823,-40.147460,742.303650,170.290307,-37.092595,746.782471,139.344733,-28.130137,758.042969,286.867338,-22.445858,754.147644,238.864701,-52.179383,753.660583,188.931432,-43.829186,742.443970,156.811137,-29.463084,751.980591,320.390545,-10.399356,769.115967,277.149201,-27.064144,751.794373,233.243762,-20.651550,736.292847,201.360439,-13.864115,734.740112,345.196824,12.895890,757.344360,328.640088,14.907410,746.588257,305.545374,22.424121,737.821777,285.009736,29.185076,730.141418,269.922336,35.735290,721.070415,253.380892,34.698032,736.596986,209.229949,25.098678,744.148830,209.077689,22.041479,750.000781,212.496269,19.568191,757.152284,224.113709,-16.556869,706.902263,210.078811,-37.030082,695.016046,199.939006,-27.941027,688.777234,184.485938,-11.784331,686.892985,183.076650,-11.930930,682.287670,222.165409,-40.568989,662.721899,215.871969,-38.778533,651.132987,203.900457,-28.260036,645.179638,254.778313,-2.748210,665.216748,216.883835,-17.371506,644.762358,221.015102,-15.452452,631.027822,220.446288,-8.841619,622.069372,268.956413,15.439860,654.713767,272.271180,15.377328,625.659751,266.722980,21.893556,608.428385,255.815734,29.104155,595.716379,-0.000000,-0.000000,0.000000,24.305523,34.848568,24.562112,33.218401,67.819897,43.080877,45.796154,90.463000,52.892645,58.436888,110.348686,62.068830,-0.000000,101.500824,19.705348,5.673535,143.437962,24.577216,26.887027,164.287959,29.111159,48.642970,176.169017,34.112116,-0.000000,101.550954,0.000000,-3.000949,146.388002,0.872852,18.934335,170.604868,4.437264,41.027792,183.507250,7.953989,4.809851,90.672301,-17.203982,7.342249,125.485726,-20.901128,25.283751,146.718910,-19.629224,41.725416,161.117849,-17.093701,14.713332,71.875518,-31.417321,24.671344,91.448077,-45.077865,38.979505,105.166351,-50.507133,51.849138,116.072467,-54.147671
542.970752,-0.630607,809.347229,506.222934,-41.881483,816.812988,419.304336,-49.444966,777.510254,362.048308,-36.291747,764.414673,337.819906,-24.475483,795.423096,440.520373,-61.298146,788.025757,381.676743,-89.332642,765.792419,347.871273,-106.201968,750.534180,460.955136,-174.256732,1065.958252,427.523012,-32.366648,773.745911,351.205156,-38.529638,761.634399,301.374130,-42.566247,745.688049,378.716917,-65.456899,1055.747314,425.831357,-3.487871,778.028076,360.650912,-9.629572,804.661743,353.821305,-17.680793,801.486572,358.317104,-19.236641,788.877258,430.315808,21.626705,794.551758,376.272059,7.108167,802.477234,380.917018,-2.022140,792.914185,398.564421,-3.301234,784.747253,374.948744,9.546101,766.669020,303.386767,-15.219002,754.635437,331.683087,-41.092572,746.234058,330.434439,-39.833656,733.750861,302.261926,-25.083195,718.924038,322.632154,-44.959261,691.236155,302.899225,-68.817422,660.216502,298.321161,-83.638664,642.403061,291.318778,-94.544266,626.069905,316.740941,-21.967817,678.482239,302.326744,-29.097265,657.620170,270.269120,-31.580230,647.255228,257.476979,-34.550207,636.800750,317.598439,1.252201,677.337737,303.224045,-6.052402,700.118138,296.088226,-11.385756,729.139626,300.146074,-14.208527,748.110247,326.357632,23.160219,685.013018,320.418475,14.859921,712.111841,316.396350,6.736617,733.067544,312.327980,2.173266,744.878384,0.000000,0.000000,0.000000,10.409972,36.988823,28.895556,27.599548,92.734728,34.138014,42.806547,132.146991,16.203153,53.547315,159.576295,-4.272328,0.000000,130.409251,28.232451,3.690581,181.677558,39.574468,5.964178,208.951334,46.439390,7.917380,231.506461,51.279134,-0.000000,138.024797,0.000000,18.367391,187.805677,-5.598581,30.185882,215.321118,-8.331812,38.987296,237.746208,-10.895019,3.810321,135.055694,-25.279726,40.963110,158.795703,-21.856580,54.206841,142.560902,-10.049885,58.050193,123.297800,-2.307658,10.799061,126.388053,-46.144159,41.350010,138.183920,-35.609353,45.511382,119.063080,-22.323814,42.261071,97.140271,-14.075747
413.867458,16.780477,778.187622,378.311794,-27.666877,776.188782,334.707444,-63.418792,767.051697,299.368239,-91.575124,752.939392,395.406838,-163.305843,1069.463257,293.768140,-21.062251,748.411743,215.513291,-26.476995,729.714355,255.912602,-43.597607,1079.600586,209.505385,-48.359634,1098.936401,288.637443,12.794686,737.879822,206.760394,19.024394,713.531616,162.341313,22.621897,710.156250,128.381718,25.217068,705.491699,296.069797,40.607833,745.747253,221.784356,48.746515,726.871765,176.894849,52.727729,716.885132,144.745747,56.096185,718.086792,306.960193,60.841348,756.525146,250.005736,74.781215,750.392334,214.668087,83.392860,744.832764,186.666318,90.262811,744.715820,299.340594,10.044437,714.115610,284.663987,-22.057440,699.193858,277.838132,-48.944207,674.267055,266.613440,-70.792318,656.284629,259.111223,-91.539460,644.125957,254.520287,-12.661151,649.447147,208.465484,-16.550385,634.097217,193.943493,-21.879523,627.242486,14802.220132,-1084.018306,-1214.752981,248.357924,10.186213,649.119858,220.623966,15.207600,622.263986,212.790425,17.761950,604.812831,170.218516,20.054053,595.915865,256.102079,30.153429,656.711163,232.661379,40.955750,632.989028,223.204482,46.979071,618.359564,9654.673306,889.441363,-871.251600,261.586054,46.770864,671.932386,244.412151,64.173779,659.569343,224.550348,73.842288,652.776501,213.279980,81.021192,644.875719,0.000000,0.000000,0.000000,2.619140,31.794858,37.317392,1.951464,71.365126,64.735815,2.360468,97.680969,86.086935,3.081457,115.571367,104.045986,0.000000,104.069526,26.313769,14.668995,150.764115,28.652505,25.328619,175.919257,30.808690,34.558058,195.376969,32.419380,0.000000,105.022630,0.000000,10.983651,158.077596,-6.450741,18.175910,187.398744,-9.609252,23.077486,209.571403,-12.369214,2.570305,98.158506,-22.316006,12.905053,146.588857,-31.269259,20.408860,174.785384,-35.429474,25.107653,196.678324,-38.053988,8.260577,85.182601,-40.036842,19.248880,122.007369,-54.169229,26.468433,143.388936,-62.479081,31.597798,161.752643,-67.919090
449.329083,-134.700337,709.942200,390.721635,-116.555928,705.671936,347.914163,-72.337124,692.678894,357.048014,-28.240154,704.615234,363.391536,4.548574,710.901733,313.314018,-75.983955,704.876465,282.027938,-21.819791,707.252197,264.486253,7.260467,717.012817,243.978090,30.521559,713.711304,335.330889,-70.353748,696.211548,301.814642,-12.966303,697.901978,278.111393,17.987652,692.313354,259.639816,41.631769,687.278198,365.631399,-66.372419,689.339600,383.792269,-16.183963,709.888611,394.368720,-28.993370,706.443237,393.630676,-45.258653,696.633606,401.984576,-62.946433,687.369507,414.642273,-23.276738,710.357117,420.082905,-34.606038,703.419739,418.371522,-49.401255,694.065674,346.027614,-105.751654,619.354602,326.012165,-85.587846,645.053074,313.672734,-53.508283,645.885524,276.420901,-25.561674,634.554387,265.715478,-8.698877,619.751829,291.579861,-57.434776,619.457273,268.478118,-20.628497,621.585492,264.525566,-1.407232,623.685616,256.720205,14.026333,625.575270,287.553151,-57.858785,595.309237,276.592984,-14.611217,582.883994,274.759810,10.676425,574.931137,249.730971,29.562813,573.980349,293.754619,-56.540248,579.016559,276.453687,-13.509746,586.388953,275.832895,-8.051453,599.255598,267.421388,-7.498344,610.023220,295.456905,-53.725314,572.534608,277.033253,-20.511357,583.927295,276.563100,-16.583427,594.703485,275.522619,-16.255360,602.711882,-0.000000,0.000000,-0.000000,7.128727,26.206812,24.119501,23.893868,67.903375,26.418639,45.698820,92.779966,12.458446,58.219086,112.045171,-1.025536,-0.000000,97.080195,20.197030,22.535598,138.477179,21.410361,33.715167,161.948030,24.077643,41.635684,181.738741,26.708649,-0.000000,95.043539,-0.000000,21.696282,143.531783,-5.641687,32.555166,170.877050,-8.029464,41.026191,191.244945,-9.330620,4.861757,87.322586,-17.017949,41.643876,109.074112,-22.536575,48.209954,97.021302,-17.887711,46.924555,88.087969,-12.311350,13.544691,75.416539,-30.073666,42.863472,93.233766,-30.288530,48.012247,82.520259,-25.871360,46.586324,74.587647,-21.501489
409.350852,29.684050,785.926147,337.304717,37.762893,777.964722,276.827048,31.919807,765.855347,251.998642,33.227165,792.898193,230.279997,38.677887,813.599426,262.511000,-13.280817,755.474731,215.334267,-37.258004,756.006836,188.709643,-21.030022,763.405212,181.204636,0.386679,773.734741,289.071823,-19.631248,766.490479,240.231219,-60.257718,758.945007,203.792202,-40.537633,757.887573,193.830839,-17.641633,762.465454,321.116167,-15.093601,771.801819,276.792352,-36.430862,763.146973,238.370841,-16.194366,747.463562,225.242843,-0.587131,752.055054,349.267550,0.807620,761.655273,318.079232,8.040177,750.271057,294.381488,24.677689,747.902771,283.581429,36.624732,749.869385,271.000231,38.130534,714.683952,252.803085,40.876341,732.875974,237.266553,32.409230,747.018858,216.499762,35.845800,750.429970,206.099972,45.813984,750.762869,239.426031,-9.575630,707.754859,194.300206,-27.539620,699.171505,185.076420,-24.306482,693.789556,189.304552,-12.386031,695.996239,245.958368,-9.565271,682.763624,226.075279,-41.427950,668.992353,217.969968,-44.148484,652.044922,195.295426,-33.321462,643.878667,254.345517,-0.130377,664.875444,236.801560,-21.790391,645.336359,229.455424,-20.180496,628.569529,216.238188,-12.546964,621.091943,275.436955,16.381367,652.221166,275.845975,12.890812,625.980203,273.653896,18.851699,608.705232,261.380151,26.071182,600.307943,-0.000000,-0.000000,-0.000000,15.879531,26.472562,28.765835,20.429226,56.579149,49.250123,30.641436,74.212559,60.193169,44.618212,87.322000,67.911397,-0.000000,101.209598,20.133517,-2.066827,139.767698,24.329319,16.432701,153.359124,30.021288,32.224159,150.679815,36.492094,-0.000000,100.292331,0.000000,-12.082873,145.718514,-1.731000,10.090551,166.061670,0.318405,28.414656,168.325866,0.881083,4.845899,89.541254,-16.108202,4.581223,127.622616,-19.883575,26.399541,145.648997,-17.951588,41.025899,150.840825,-16.374818,15.011305,71.964883,-28.328944,31.138657,96.091629,-34.418323,49.756817,109.181497,-34.765927,62.069481,114.224837,-34.744333
360.683909,42.226591,693.573730,342.539996,2.442049,681.433167,314.774627,-20.736546,696.195801,267.723450,-28.730621,695.611694,231.301425,-33.395140,693.416382,361.689746,-1.186934,688.464600,287.538149,-2.114082,677.125488,266.277662,-0.906490,678.648621,263.507890,1.736387,679.087097,362.262191,32.728117,691.479431,275.389806,25.211482,672.375854,257.657982,18.174205,679.980408,255.915426,12.852379,679.633301,353.744922,60.717903,699.497559,273.909434,50.066465,683.733398,252.511960,38.002811,687.628357,248.073139,30.477271,686.567993,336.005677,81.817892,704.339600,273.457411,70.261674,695.886597,249.073184,55.970083,693.959229,240.593177,46.906851,691.392822,291.938838,35.557649,671.941460,280.156906,8.216951,663.525113,262.993017,-12.778061,636.609465,240.700845,-20.746432,612.613196,237.320669,-21.590133,590.580522,273.801980,-1.384088,586.081615,232.563520,-1.272466,554.934347,232.775047,-1.484686,557.396277,235.949808,-1.721141,569.428985,281.821334,19.932451,581.905302,244.489213,22.002138,546.190423,238.572007,18.261170,561.986791,248.948943,14.982134,577.644446,284.437269,41.312076,587.647827,234.146918,42.805752,556.022831,234.264800,37.985647,572.540629,284.538377,35.901109,580.941098,276.461815,62.322789,603.219356,244.860568,63.756540,583.902887,237.780886,55.780899,594.305917,280.606546,52.135310,600.162087,0.000000,0.000000,0.000000,8.527061,18.124632,30.746020,29.569218,54.012061,43.836778,55.061976,84.156483,42.435466,73.894413,106.416076,37.569672,0.000000,79.498905,25.407878,35.943515,117.599629,14.812349,47.831960,118.282588,13.261465,50.350196,109.994686,13.798415,0.000000,76.710057,0.000000,40.403572,117.758254,-8.763564,52.678679,111.615176,-3.650574,54.852750,100.636110,2.268091,6.005571,68.973207,-21.935630,43.459493,109.201487,-28.175599,57.204403,102.375060,-20.355450,60.988604,92.361941,-13.462881,16.386004,57.191847,-40.988381,47.781594,85.437411,-43.216859,61.776135,84.762750,-34.093916,67.347836,79.414974,-26.291641
